CASENUMBER,CASEID,CASENO,CATEGORY,VEHNO,PSU,PSUSTRAT,VERSION,VIN,WMI,ManufacturerFullName,ManufacturerCommonName,ManufacturerParent,Make,Model,ModelYear,VehicleType,Series,Trim,Series2,Trim2,BodyClass,DoorsCount,EngineModel,DisplacementCC,TransmissionStyle,PlantCity,PlantState,PlantCountry,AdaptiveCruiseControl,ElectronicStabilityControl,ForwardCollisionWarning,LaneDepartureWarning,AntilockBrakeSystem,AutomaticEmergencyBraking,BlindSpotMonitoring,LaneKeepSystem,RearVisibilityCamera,DriverAssist,AdaptiveHeadlights,ParkAssist,ManufacturerId,PlantCompanyName,WheelBaseType,TrackWidth,GrossVehicleWeightRating,CurbWeightLB,WheelBaseIN,WheelBaseUpToIN,WheelsCount,TruckBedType,TruckBedLengthIN,TrailerTypeConnection,TrailerLengthFT,BusFloorConfigurationType,MotorcycleSuspensionType,MotorcycleChassisType,SeatsCount,SeatRowsCount,TransmissionSpeeds,DriveType,AxlesCount,AxleConfiguration,BrakeSystemType,BatteryPacksPerVehicle,BatteryModulesPerPack,BatteryCellsPerModule,BatteryType,ChargerLevel,ChargerPowerKW,EngineManufacturer,EngineStrokeCycles,EngineCylindersCount,EngineCoolingType,FuelTypePrimary,FuelTypeSecondary,FuelDeliveryInjectionType,EngineConfiguration,EnginePowerKW,EngineBrakeHP,EngineBrakeUpToHP,EngineValveTrainDesign,EngineElectrificationLevel,EngineTurbo,SeatBeltsType,Pretensioner,AirBagLocFront,AirBagLocKnee,AirBagLocSide,AirBagLocCurtain,AirBagLocSeatCushion,TractionControl,VINDecodeError,CustomMotorcycleType,TruckBodyCabType,TrailerBodyType,BusType,VehicleDescriptor,TPMS,VINDecodedOn,CASEWGT
1-19-2017-144-05,9009,144,5,2,19,9,2,1HGCS21878A0,1HG,"HONDA OF AMERICA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Accord,2008,PASSENGER CAR,,EX-L,,,Coupe,2,J35Z3,3474.057568,Manual/Standard,MARYSVILLE,OHIO,UNITED STATES (USA),,,,,,,,,,,,,988,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,,,,,6,,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,199.85,268.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,1HGCS218*8A***,Direct,09OCT19:08:11:37,79.98489951025890000000
1-20-2017-001-10,6054,1,10,1,20,11,2,2B3KA43R76H3,2B3,FCA CANADA INC.,Chrysler,FCA US LLC,DODGE,Charger,2006,PASSENGER CAR,LX,Base,H (High Line),,Sedan/Saloon,4,,2700.0,,,,,,,,,,,,,,,,,995,Brampton Assembly,,,,,,,,,,,,,,,,,,RWD/ Rear Wheel Drive,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,2B3KA43R*6H***,,09OCT19:08:12:40,31.99248475413540000000
1-20-2017-002-03,6140,2,3,1,20,11,2,KMHCT4AE5EU7,KMH,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,HYUNDAI,Accent,2014,PASSENGER CAR,5DR GS / 4DR GLS,,RB,,Sedan/Saloon,4,DOHC GDI GAMMA,1600.0,,ULSAN,,SOUTH KOREA,,,,,,,,,,,,,1034,Hyundai Motor Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,KMHCT4AE*EU***,Direct,09OCT19:08:18:58,51.74195237834650000000
1-20-2017-003-02,6206,3,2,1,20,11,2,19XFB2F57DE2,19X,"HONDA MFG., INDIANA., LLC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Civic,2013,PASSENGER CAR,LX,,,,Sedan/Saloon,4,R18Z1,1802.577040,Automatic,GREENSBURG,INDIANA,UNITED STATES (USA),,,,,,,,,,,,,993,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,Gasoline,,,In-Line,104.40,140.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,19XFB2F5*DE***,Direct,09OCT19:08:06:04,39.06733804536630000000
1-20-2017-004-04,6207,4,4,1,20,11,2,JT8BF22G8V00,JT8,TOYOTA MOTOR CORPORATION,Toyota,,LEXUS,ES,1997,PASSENGER CAR,MCV20L,300,,,Sedan/Saloon,4,1MZ-FE,3000.0,,TSUTSUMI,,JAPAN,,,,,,,,,,,,,1057,Toyota Motor Corp,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,149.14,200.00,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,JT8BF22G*V0***,,09OCT19:08:18:22,671.33275677081700000000
1-20-2017-004-04,6207,4,4,2,20,11,2,1FTFX1EFXDKD,1FT,"FORD MOTOR COMPANY, USA",Ford,,FORD,F-150,2013,TRUCK,,,,,Pickup,,,5000.0,,KANSAS CITY,MISSOURI,UNITED STATES (USA),,,,,,,,,,,,,976,,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,,,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,Ford,,8,,Gasoline,,,V-Shaped,268.45,360.00,,,,,Manual,,1st Row (Driver & Passenger),,1st & 2nd Rows,,,,0,,Extra/Super/ Quad/Double/King/Extended,,,1FTFX1EF*DK***,,09OCT19:08:08:54,671.33275677081700000000
1-20-2017-005-03,6271,5,3,1,20,11,2,1J4GZ58S1SC7,1J4,FCA US LLC,Chrysler,,JEEP,Grand Cherokee,1995,MULTIPURPOSE PASSENGER VEHICLE (MPV),,Laredo,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,,4000,,DETROIT,MIAMI,UNITED STATES (USA),,,,,,,,,,,,,994,Jefferson North Assembly,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,,,,,,,,,,6,,Gasoline,,Multipoint Fuel Injection (MPFI),V-Shaped,,,,,,,Manual,,Driver Seat Only,,,,,,0,,,,,1J4GZ58S*SC***,,09OCT19:08:11:51,222.02921272543600000000
1-20-2017-005-03,6271,5,3,2,20,11,2,4S4BSANC5G32,4S4,"FUJI HEAVY INDUSTRIES U.S.A., INC. (C/O SUBARU OF AMERICA)",Subaru,,SUBARU,Outback,2016,MULTIPURPOSE PASSENGER VEHICLE (MPV),,Limited + MR + ES + NAVI,,,Wagon,,2.5L U5,2500.0,,LAFAYETTE,INDIANA,UNITED STATES (USA),Standard,,Standard,Standard,,Standard,,,,,,,1075,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,,,,,,AWD/All Wheel Drive,,,,,,,,,,,,,,,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,1st Row (Driver & Passenger),,0,,,,,4S4BSANC*G3***,Direct,09OCT19:08:15:53,222.02921272543600000000
1-20-2017-006-01,6272,6,1,1,20,11,2,1FTCR11X9PTA,1FT,"FORD MOTOR COMPANY, USA",Ford,,FORD,Ranger,1993,TRUCK,XL,,,,Pickup,2,,3949.282424,,EDISON,NEW JERSEY,UNITED STATES (USA),,,,,,,,,,,,,976,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,Ford,,6,,Gasoline,,,V-Shaped,115.58,155.00,160.00,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,,Regular,,,1FTCR11X*PT***,,09OCT19:08:08:41,52.18312065637570000000
1-20-2017-007-03,6273,7,3,1,20,11,2,1FTEW1CM1EKD,1FT,"FORD MOTOR COMPANY, USA",Ford,,FORD,F-150,2014,TRUCK,,,,,Pickup,,,3700.0,,KANSAS CITY,MISSOURI,UNITED STATES (USA),,,,,,,,,,,,,976,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,,,,,,,,,4x2,,,Hydraulic,,,,,,,Ford,,6,,Gasoline,,,V-Shaped,225.20,302.00,,,,,Manual,,1st Row (Driver & Passenger),,1st & 2nd Rows,,,,0,,Crew/ Super Crew/ Crew Max,,,1FTEW1CM*EK***,,09OCT19:08:08:44,222.02921272543600000000
1-20-2017-007-03,6273,7,3,2,20,11,2,3GNBABDB1AS5,3GN,GENERAL MOTORS LLC,GM,,CHEVROLET,HHR,2010,MULTIPURPOSE PASSENGER VEHICLE (MPV),,LT,,,Van,4,"LE8 -Flex Fuel (Gas/Alc), VVT, ALUM",2200.0,Automatic,RAMOS ARIZPE,COAHUILA,MEXICO,,,,,,,,,,,,,984,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,,,,,,,,,Hydraulic,,,,,,,GM,,4,,Flexible Fuel Vehicle (FFV),,Multipoint Fuel Injection (MPFI),,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,3GNBABDB*AS***,Direct,09OCT19:08:14:58,222.02921272543600000000
1-20-2017-007-03,6273,7,3,3,20,11,2,1GNFK13037J1,1GN,GENERAL MOTORS LLC,GM,,CHEVROLET,Tahoe,2007,MULTIPURPOSE PASSENGER VEHICLE (MPV),1/2 Ton,LS,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,LMG,5300.0,,JANESVILLE,WISCONSIN,UNITED STATES (USA),,,,,,,,,,,,,984,GM Truck Group,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,,,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,GM,,,,Flexible Fuel Vehicle (FFV),,Sequential Fuel Injection (SFI),,,,,Overhead Valve (OHV),,,,,,,,,,,0,,,,,1GNFK130*7J***,,09OCT19:08:10:57,222.02921272543600000000
1-20-2017-008-09,6326,8,9,1,20,11,2,2C3HA63H15H1,2C3,FCA CANADA INC.,Chrysler,FCA US LLC,CHRYSLER,300,2005,PASSENGER CAR,S (Sport),Hemi C,LX - Family,,Sedan/Saloon,4,,5700.0,,,,,,,,,,,,,,,,,995,Brampton Assembly,,,,,,,,,,,,,,,,,,RWD/ Rear Wheel Drive,,,,,,,,,,,,8,,Gasoline,,,V-Shaped,,,,,,,,,,,,,,,"1,4",,,,,2C3HA63H*5H***,,09OCT19:08:12:48,2147.20799350779000000000
1-20-2017-008-09,6326,8,9,2,20,11,2,1GCDT19X6382,1GC,GENERAL MOTORS LLC,GM,,CHEVROLET,S-10 Pickup,2003,TRUCK,,1/2 Ton,,,Pickup,,LU3 90 Degrees,4300.0,,SHREVEPORT,LOUISIANA,UNITED STATES (USA),,,,,,,,,,,,,984,GM Truck Group,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,,,,,,,,WRN,,6,,Gasoline,,Multipoint Fuel Injection (MPFI),V-Shaped,,,,,,,,,,,,,,,0,,Extra/Super/ Quad/Double/King/Extended,,,1GCDT19X*38***,,09OCT19:08:10:18,2147.20799350779000000000
1-20-2017-009-03,6327,9,3,2,20,11,2,1N4AL3AP0FN9,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Altima,2015,PASSENGER CAR,,,,,Sedan/Saloon,4,,2500.0,,CANTON,MISSISSIPPI,UNITED STATES (USA),,,,,,,,,,,,,997,Nissan North America Inc.,,,,,,,,,,,,,,,,,,FWD/Front Wheel Drive,,,,,,,,,,,,4,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st & 2nd Rows,1st & 2nd Rows,,,0,,,,,1N4AL3AP*FN***,Direct,09OCT19:08:12:09,319.15861503593100000000
1-20-2017-012-07,6372,12,7,1,20,11,2,JF1GV7F6XCG0,JF1,"FUJI HEAVY INDUSTRIES U.S.A., INC. (C/O SUBARU OF AMERICA)",Subaru,,SUBARU,Impreza,2012,PASSENGER CAR,,WRX-S,,,Sedan/Saloon,4,,2500,Manual/Standard,OTA,GUNMA,JAPAN,,,,,,,,,,,,,1075,FHI (Yajima Plant ),,,,,,,,,,,,,,,,,5,AWD/All Wheel Drive,,,,,,,,,,,,,,,,,,,,,,,Yes,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,JF1GV7F6*CG***,Direct,09OCT19:08:17:33,670.91945689348000000000
1-20-2017-013-01,6413,13,1,1,20,11,2,JTHBE1D25F50,JTH,"TOYOTA MOTOR NORTH AMERICA, INC",Toyota,TOYOTA MOTOR CORPORATION,LEXUS,IS,2015,PASSENGER CAR,ASE30L/GSE31L/GSE36L/GSE37L,350,,,Sedan/Saloon,4,2GR-FSE,3500.0,,"TAHARA PLANT, TOYOTA CITY",AICHI,JAPAN,,,,,,,,,,,,,962,Toyota Motor Corp.,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),All Rows,All Rows,,,0,,,,,JTHBE1D2*F5***,Direct,09OCT19:08:18:36,63.49479916266580000000
1-20-2017-014-04,6415,14,4,1,20,11,2,2HGEH2362NH5,2HG,"HONDA OF CANADA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Civic,1992,PASSENGER CAR,,Si (4WS),,,Hatchback/Liftback/Notchback,2,,,Manual/Standard,ALLISTON,ONTARIO,CANADA,,,,,,,,,,,,,990,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,2HGEH236*NH***,,09OCT19:08:13:43,854.96343969212600000000
1-20-2017-014-04,6415,14,4,2,20,11,2,1HGCR2F55DA1,1HG,"HONDA OF AMERICA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Accord,2013,PASSENGER CAR,SPORT,,,,Sedan/Saloon,4,K24W1,2359.737216,Continuously Variable Transmission (CVT),MARYSVILLE,OHIO,UNITED STATES (USA),,,,,,,,,,,,,988,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,,,,,,,,,,,,,,,,,,4,,Gasoline,,,In-Line,137.95,185.00,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,1HGCR2F5*DA***,Indirect,09OCT19:08:11:32,854.96343969212600000000
1-20-2017-015-10,6458,15,10,1,20,11,2,JT4RN50R2G01,JT4,TOYOTA MOTOR CORPORATION,Toyota,,TOYOTA,Pick-Up,1986,TRUCK,STD,,,,Pickup,,22R/22R-EC/22R-TEC,2366,,,,JAPAN,,,,,,,,,,,,,1057,,Short,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,,,,,,4x2,,,Hydraulic,,,,,,,,,4,,Gasoline,,,In-Line,,,,,,,,,,,,,,,0,,,,,JT4RN50R*G0***,,09OCT19:08:18:21,2128.26805578410000000000
1-20-2017-016-06,6455,16,6,1,20,11,2,1G1ZE5E13BF1,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2011,PASSENGER CAR,LTZ,,,,Sedan/Saloon,4,LE5,2400.0,,FAIRFAX,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,984,GMNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,,,,,1G1ZE5E1*BF***,Direct,09OCT19:08:09:45,278.96588652045300000000
1-20-2017-017-04,6508,17,4,1,20,11,2,JH4CC2558NC0,JH4,"HONDA MOTOR CO., LTD",Honda,,ACURA,Vigor,1992,PASSENGER CAR,,GS Moonroof & Leather Seats,,,Sedan/Saloon,4,G24A1,2500,Manual/Standard,SAYAMA,SAITAMA,JAPAN,,,,,,,,,,,,,987,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,,,,,,,5,,,,,,,,,,,,,5,,Gasoline,,,,,,,,,,Automatic,,Driver Seat Only,,,,,,0,,,,,JH4CC255*NC***,,09OCT19:08:17:42,1176.72254964077000000000
1-20-2017-017-04,6508,17,4,2,20,11,2,1FM5K8D82EGB,1FM,"FORD MOTOR COMPANY, USA",Ford,,FORD,Explorer,2014,MULTIPURPOSE PASSENGER VEHICLE (MPV),,XLT,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,,3500.0,,CHICAGO,ILLINOIS,UNITED STATES (USA),,,,,,,,,,,,,976,Chicago Assembly,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,,,,,,,,,,,,Hydraulic,,,,,,,Ford,,6,,Gasoline,,,V-Shaped,216.25,290.00,,,,,Manual,,1st Row (Driver & Passenger),Passenger Seat Only,1st & 2nd & 3rd Rows,,,,0,,,,,1FM5K8D8*EG***,Direct,09OCT19:08:08:05,1176.72254964077000000000
1-20-2017-018-08,6509,18,8,1,20,11,2,1GTFC24K9SE5,1GT,GENERAL MOTORS LLC,GM,,GMC,Sierra,1995,TRUCK,,3/4 ton nominal,,,Pickup,2,,5700.0,,PONTIAC,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,984,GM Truck Group,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,,,,,,,,,,,,4x2,,,Hydraulic,,,,,,,WRN - Warren,,8,,Gasoline,,Throttle Body Fuel Injection (TBI),V-Shaped,,,,,,,,,,,,,,,0,,,,,1GTFC24K*SE***,,09OCT19:08:11:09,306.99422145831300000000
1-20-2017-019-10,6548,19,10,1,20,11,2,5TBJN32134S4,5TB,"TOYOTA MOTOR MANUFACTURING, INDIANA, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Tundra,2004,TRUCK,"VCK30L, UCK30L",BASE,,,Pickup,2,5VZ-FE,3400.0,,,INDIANA,UNITED STATES (USA),,,,,,,,,,,,,1087,"Toyota Motor Manufacturing, Inc",Standard,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,4x2,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,141.68,190.00,,,,,,,,,,,,,0,,Regular,,,5TBJN321*4S***,,09OCT19:08:16:57,3008.70123621791000000000
1-20-2017-020-09,6549,20,9,1,20,11,2,3FAFP3132YR2,3FA,"FORD MOTOR COMPANY, MEXICO",Ford,"FORD MOTOR COMPANY, USA",FORD,Focus,2000,PASSENGER CAR,ZX3,,,,Hatchback/Liftback/Notchback,3,,2000.0,,HERMOSILLO,SONORA,MEXICO,,,,,,,,,,,,,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ford,,4,,Gasoline,,,In-Line,96.94,130.00,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,3FAFP313*YR***,,09OCT19:08:14:46,1367.98268811992000000000
1-20-2017-021-06,6597,21,6,2,20,11,2,2FMDK3JC1ABB,2FM,"FORD MOTOR COMPANY OF CANADA, LTD.",Ford,"FORD MOTOR COMPANY, USA",FORD,Edge,2010,MULTIPURPOSE PASSENGER VEHICLE (MPV),SEL,,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,Ford,3500.0,,OAKVILLE,ONTARIO,CANADA,,,,,,,,,,,,,977,Oakville,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,FWD/Front Wheel Drive,,,Hydraulic,,,,,,,,,6,,Gasoline,,,V-Shaped,195.37,262.00,,,,,Manual,,1st Row (Driver & Passenger),,1st & 2nd Rows,,,,0,,,,,2FMDK3JC*AB***,Direct,09OCT19:08:13:06,282.61000526536200000000
1-20-2017-023-07,6607,23,7,1,20,11,2,5J6RE3H55BL0,5J6,"HONDA OF AMERICA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,CR-V,2011,MULTIPURPOSE PASSENGER VEHICLE (MPV),,EX,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),5,K24Z6,2359.737216,Automatic,EAST LIBERTY,OHIO,UNITED STATES (USA),,,,,,,,,,,,,988,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,,,,,5,4x2,,,,,,,,,,,,4,,Gasoline,,,In-Line,134.23,180.00,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,5J6RE3H5*BL***,Direct,09OCT19:08:16:29,617.38294794191900000000
1-20-2017-024-01,6640,24,1,1,20,11,2,1C3CDFFA1GD8,1C3,FCA US LLC,Chrysler,,DODGE,Dart,2016,PASSENGER CAR,PF,SXT Sport,,,Sedan/Saloon,4,,2000.0,,BELVIDERE,ILLINOIS,UNITED STATES (USA),,,,,,,,,,,,,994,Belvidere Assembly,,,,,,,,,,,,,,,,,,FWD/Front Wheel Drive,,,,,,,,,,FCA,,4,,Gasoline,,,In-Line,,,,,,No,Manual,,1st Row (Driver & Passenger),,All Rows,,,,0,,,,,1C3CDFFA*GD***,Direct,09OCT19:08:06:51,69.28855850244140000000
1-20-2017-025-03,6641,25,3,1,20,11,2,1B7GG22X91S2,1B7,FCA US LLC,Chrysler,,DODGE,Dakota,2001,TRUCK,AN/DN,Base,L Series,,Pickup,2,,3900.0,,DETROIT,MIAMI,UNITED STATES (USA),,,,,,,,,,,,,994,Dodge City Assembly,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,,,,Hydraulic,,,,,,,,,6,,Gasoline,,Multipoint Fuel Injection (MPFI),V-Shaped,,,,,,,,,,,,,,,0,,,,,1B7GG22X*1S***,,09OCT19:08:06:32,294.80958405077100000000
1-20-2017-025-03,6641,25,3,2,20,11,2,1C3CCCABXFN7,1C3,FCA US LLC,Chrysler,,CHRYSLER,200,2015,PASSENGER CAR,,Limited,,,Sedan/Saloon,4,,2400.0,,STERLING HEIGHTS,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,994,Sterling Heights Assembly,,,,,,,,,,,,,,,,,,FWD/Front Wheel Drive,,,,,,,,,,,,4,,Gasoline,,,,,,,,,No,Manual,,1st Row (Driver & Passenger),,All Rows,,,,0,,,,,1C3CCCAB*FN***,Direct,09OCT19:08:06:46,294.80958405077100000000
1-20-2017-026-02,6687,26,2,1,20,11,2,5TBBT44142S2,5TB,"TOYOTA MOTOR MANUFACTURING, INDIANA, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Tundra,2002,TRUCK,"VCK40L, UCK40L",SR5,,,Pickup,,2UZ-FE,4700.0,,,INDIANA,UNITED STATES (USA),,,,,,,,,,,,,1087,"Toyota Motor Manufacturing, Inc",Standard,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,,,,,,,,,,8,,Gasoline,,,V-Shaped,182.70,245.00,,,,,,,,,,,,,0,,Extra/Super/ Quad/Double/King/Extended,,,5TBBT441*2S***,,09OCT19:08:16:56,58.14040882154730000000
1-20-2017-026-02,6687,26,2,2,20,11,2,2HGFG3B80DH5,2HG,"HONDA OF CANADA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Civic,2013,PASSENGER CAR,EX,,,,Coupe,2,R18Z1,1802.577040,Automatic,ALLISTON,ONTARIO,CANADA,,,,,,,,,,,,,990,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,Gasoline,,,In-Line,104.40,140.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,2HGFG3B8*DH***,Direct,09OCT19:08:13:54,58.14040882154730000000
1-20-2017-026-02,6687,26,2,3,20,11,2,2B8GP44GX1R1,2B8,FCA CANADA INC.,Chrysler,FCA US LLC,DODGE,Caravan/Grand Caravan,2001,MULTIPURPOSE PASSENGER VEHICLE (MPV),RS,Sport,H Series,,Van,,,3300.0,,WINDSOR,ONTARIO,UNITED STATES (USA),,,,,,,,,,,,,995,Windsor Assembly,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,FWD/Front Wheel Drive,,,Hydraulic,,,,,,,,,6,,Gasoline,,,V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,,,,,2B8GP44G*1R***,,09OCT19:08:12:41,58.14040882154730000000
1-20-2017-027-04,6688,27,4,1,20,11,2,JM1BL1SF3A12,JM1,MAZDA MOTOR CORPORATION,Mazda,,MAZDA,Mazda3,2010,PASSENGER CAR,Sedan,,,,Sedan/Saloon,4,LFX Federal,2000.0,,"HOFU, YAMAGUCHI",,JAPAN,,,,,,,,,,,,,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,JM1BL1SF*A1***,Direct,09OCT19:08:17:53,2024.53221361302000000000
1-20-2017-027-04,6688,27,4,2,20,11,2,3GTU2NEC1GG1,3GT,GENERAL MOTORS LLC,GM,,GMC,Sierra,2016,TRUCK,1500 SLT,,,,Pickup,4,"L83 - SIDI, VVT, AFM, E85 MAX, Aluminum.",5300.0,,SILAO,GUANAJUATO,MEXICO,,,,,,,,,,,,,984,GMNA,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,,,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,GM,,8,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,,Crew/ Super Crew/ Crew Max,,,3GTU2NEC*GG***,,09OCT19:08:15:05,2024.53221361302000000000
1-20-2017-028-03,6728,28,3,1,20,11,2,1FADP3L99GL2,1FA,"FORD MOTOR COMPANY, USA",Ford,,FORD,Focus,2016,PASSENGER CAR,ST,,,,Hatchback/Liftback/Notchback,5,,2000.0,,WAYNE,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,976,Michigan Assy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ford,,4,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),In-Line,187.92,252.00,,,,,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st & 2nd Rows,,,,0,,,,,1FADP3L9*GL***,Direct,09OCT19:08:07:37,107.95194807247000000000
