CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDROBTAINED,EDRMETHOD,CASEWGT,PSUSTRAT,VERSION
6744,32,30,1-32-2017-030-06,6,2,1,1,4008.89781094842000000000,7,2
6778,32,31,1-32-2017-031-07,7,2,9,,5306.80771863192000000000,7,2
6779,32,32,1-32-2017-032-03,3,1,1,1,1463.79989406413000000000,7,2
6779,32,32,1-32-2017-032-03,3,2,1,1,1463.79989406413000000000,7,2
6821,32,34,1-32-2017-034-03,3,1,3,,1687.85652753375000000000,7,2
6821,32,34,1-32-2017-034-03,3,2,1,3,1687.85652753375000000000,7,2
6821,32,34,1-32-2017-034-03,3,3,1,1,1687.85652753375000000000,7,2
6847,32,35,1-32-2017-035-01,1,1,5,,396.69383927176600000000,7,2
6860,32,36,1-32-2017-036-03,3,1,1,1,1642.02097146795000000000,7,2
6860,32,36,1-32-2017-036-03,3,2,3,,1642.02097146795000000000,7,2
6861,32,37,1-32-2017-037-06,6,1,3,,3184.70696791482000000000,7,2
6898,32,38,1-32-2017-038-05,5,1,1,1,301.15551826992000000000,7,2
6898,32,38,1-32-2017-038-05,5,2,3,,301.15551826992000000000,7,2
6899,32,39,1-32-2017-039-03,3,1,1,3,1767.17385729848000000000,7,2
6899,32,39,1-32-2017-039-03,3,2,1,1,1767.17385729848000000000,7,2
6939,32,40,1-32-2017-040-02,2,2,1,1,172.68235312684700000000,7,2
6940,32,41,1-32-2017-041-04,4,1,1,1,7688.51403573042000000000,7,2
6940,32,41,1-32-2017-041-04,4,2,1,1,7688.51403573042000000000,7,2
6980,32,43,1-32-2017-043-03,3,1,1,1,889.05401556785400000000,7,2
6987,32,44,1-32-2017-044-03,3,1,5,,889.05401556377100000000,7,2
7010,32,45,1-32-2017-045-08,8,1,3,,1502.31800595479000000000,7,2
7010,32,45,1-32-2017-045-08,8,2,1,1,1502.31800595479000000000,7,2
7011,32,46,1-32-2017-046-02,2,1,1,3,199.81596105114200000000,7,2
7053,32,48,1-32-2017-048-03,3,1,3,,841.13676141476200000000,7,2
7053,32,48,1-32-2017-048-03,3,2,1,1,841.13676141476200000000,7,2
7054,32,49,1-32-2017-049-03,3,2,1,3,841.13676141476200000000,7,2
7087,32,50,1-32-2017-050-04,4,1,1,1,2912.30959026588000000000,7,2
7087,32,50,1-32-2017-050-04,4,2,3,,2912.30959026588000000000,7,2
7101,32,51,1-32-2017-051-02,2,1,1,1,100.60516864590000000000,7,2
7101,32,51,1-32-2017-051-02,2,2,1,1,100.60516864590000000000,7,2
7102,32,52,1-32-2017-052-05,5,2,3,,220.47297771723300000000,7,2
7103,32,53,1-32-2017-053-07,7,1,9,,4690.24426634406000000000,7,2
7158,32,56,1-32-2017-056-10,10,1,3,,11743.75446461050000000000,7,2
7172,32,57,1-32-2017-057-07,7,1,1,1,2629.97117438863000000000,7,2
7172,32,57,1-32-2017-057-07,7,2,9,,2629.97117438863000000000,7,2
7194,32,58,1-32-2017-058-03,3,1,1,1,725.43640745556300000000,7,2
7194,32,58,1-32-2017-058-03,3,2,1,1,725.43640745556300000000,7,2
7207,32,59,1-32-2017-059-03,3,1,1,1,774.44113737545000000000,7,2
7207,32,59,1-32-2017-059-03,3,2,1,1,774.44113737545000000000,7,2
7206,32,61,1-32-2017-061-06,6,1,9,,1502.03202596143000000000,7,2
7234,32,62,1-32-2017-062-03,3,2,3,,774.44113737545000000000,7,2
7254,32,63,1-32-2017-063-06,6,1,1,1,967.18787873412400000000,7,2
7254,32,63,1-32-2017-063-06,6,2,3,,967.18787873412400000000,7,2
7254,32,63,1-32-2017-063-06,6,3,1,1,967.18787873412400000000,7,2
7255,32,64,1-32-2017-064-06,6,1,1,1,967.18787873412400000000,7,2
7255,32,64,1-32-2017-064-06,6,2,1,1,967.18787873412400000000,7,2
7290,32,66,1-32-2017-066-02,2,1,1,1,38.77899408977660000000,7,2
7290,32,66,1-32-2017-066-02,2,2,3,,38.77899408977660000000,7,2
7297,32,67,1-32-2017-067-03,3,2,1,1,678.98210436141800000000,7,2
7298,32,68,1-32-2017-068-07,7,1,3,,2461.55740743636000000000,7,2
7298,32,68,1-32-2017-068-07,7,2,1,1,2461.55740743636000000000,7,2
7299,32,69,1-32-2017-069-03,3,1,3,,678.98210436141800000000,7,2
7355,32,71,1-32-2017-071-09,9,1,3,,7001.44042044344000000000,7,2
7356,32,72,1-32-2017-072-02,2,1,1,1,94.58070824965230000000,7,2
7356,32,72,1-32-2017-072-02,2,2,3,,94.58070824965230000000,7,2
7356,32,72,1-32-2017-072-02,2,3,9,,94.58070824965230000000,7,2
7394,32,73,1-32-2017-073-04,4,1,1,1,4211.11416248555000000000,7,2
7418,32,74,1-32-2017-074-03,3,1,1,2,840.27147659233500000000,7,2
7418,32,74,1-32-2017-074-03,3,2,1,3,840.27147659233500000000,7,2
7423,32,77,1-32-2017-077-04,4,2,3,,2909.31367156946000000000,7,2
7458,32,78,1-32-2017-078-04,4,1,1,1,2909.31367156946000000000,7,2
7520,32,79,1-32-2017-079-06,6,2,1,1,2261.97195645502000000000,7,2
7521,32,80,1-32-2017-080-03,3,1,1,1,1166.26283887066000000000,7,2
7521,32,80,1-32-2017-080-03,3,2,3,,1166.26283887066000000000,7,2
7522,32,81,1-32-2017-081-03,3,1,1,2,1166.26283887602000000000,7,2
7577,32,82,1-32-2017-082-06,6,1,3,,6809.55000197747000000000,7,2
7577,32,82,1-32-2017-082-06,6,2,3,,6809.55000197747000000000,7,2
7651,32,84,1-32-2017-084-02,2,1,1,1,58.31314601224810000000,7,2
7688,32,85,1-32-2017-085-04,4,1,3,,2596.33618288292000000000,7,2
7688,32,85,1-32-2017-085-04,4,3,3,,2596.33618288292000000000,7,2
7706,32,87,1-32-2017-087-03,3,1,1,1,1044.02554058548000000000,7,2
7707,32,88,1-32-2017-088-09,9,1,3,,6009.97176670874000000000,7,2
7746,32,89,1-32-2017-089-02,2,1,3,,81.18720607776380000000,7,2
7746,32,89,1-32-2017-089-02,2,2,1,1,81.18720607776380000000,7,2
7762,32,91,1-32-2017-091-03,3,1,1,3,690.83474118155100000000,7,2
7763,32,92,1-32-2017-092-02,2,1,1,3,53.72181073921810000000,7,2
7806,32,93,1-32-2017-093-06,6,1,3,,1339.87704916561000000000,7,2
7814,32,94,1-32-2017-094-03,3,1,1,1,804.13036559925200000000,7,2
7814,32,94,1-32-2017-094-03,3,2,1,1,804.13036559925200000000,7,2
7815,32,95,1-32-2017-095-02,2,2,1,1,62.53208869677920000000,7,2
7816,32,96,1-32-2017-096-05,5,1,3,,137.03705269770800000000,7,2
7816,32,96,1-32-2017-096-05,5,2,3,,137.03705269770800000000,7,2
7876,32,98,1-32-2017-098-07,7,1,3,,2914.99528309658000000000,7,2
7876,32,98,1-32-2017-098-07,7,2,3,,2914.99528309658000000000,7,2
7917,32,100,1-32-2017-100-06,6,1,3,,1559.46989103299000000000,7,2
7920,32,101,1-32-2017-101-09,9,1,3,,4628.57733316537000000000,7,2
7920,32,101,1-32-2017-101-09,9,2,3,,4628.57733316537000000000,7,2
7920,32,101,1-32-2017-101-09,9,3,1,1,4628.57733316537000000000,7,2
7933,32,102,1-32-2017-102-07,7,2,2,1,2386.69130050243000000000,7,2
7934,32,103,1-32-2017-103-06,6,2,3,,1276.83679075119000000000,7,2
7935,32,104,1-32-2017-104-02,2,1,1,1,51.19423790438260000000,7,2
7935,32,104,1-32-2017-104-02,2,2,3,,51.19423790438260000000,7,2
7980,32,105,1-32-2017-105-07,7,1,1,3,1697.99965014925000000000,7,2
7982,32,107,1-32-2017-107-03,3,1,1,2,468.36664145241800000000,7,2
7982,32,107,1-32-2017-107-03,3,2,1,1,468.36664145241800000000,7,2
8043,32,108,1-32-2017-108-04,4,1,1,1,1621.64908752691000000000,7,2
8043,32,108,1-32-2017-108-04,4,2,3,,1621.64908752691000000000,7,2
8059,32,109,1-32-2017-109-01,1,1,1,3,260.67564091819700000000,7,2
8059,32,109,1-32-2017-109-01,1,2,3,,260.67564091819700000000,7,2
8060,32,110,1-32-2017-110-02,2,1,1,1,86.24958115609160000000,7,2
8060,32,110,1-32-2017-110-02,2,2,1,3,86.24958115609160000000,7,2
8061,32,111,1-32-2017-111-07,7,1,3,,4020.98231058148000000000,7,2
8061,32,111,1-32-2017-111-07,7,2,3,,4020.98231058148000000000,7,2
8061,32,111,1-32-2017-111-07,7,3,3,,4020.98231058148000000000,7,2
8108,32,114,1-32-2017-114-03,3,2,3,,892.12129756409200000000,7,2
8176,32,115,1-32-2017-115-03,3,1,1,2,892.12129756409200000000,7,2
8195,32,117,1-32-2017-117-04,4,1,3,,3507.53704810263000000000,7,2
8195,32,117,1-32-2017-117-04,4,2,1,1,3507.53704810263000000000,7,2
8196,32,118,1-32-2017-118-03,3,1,1,1,1013.05107228539000000000,7,2
8196,32,118,1-32-2017-118-03,3,2,3,,1013.05107228539000000000,7,2
8244,32,119,1-32-2017-119-02,2,1,1,2,180.92125064642700000000,7,2
8344,32,120,1-32-2017-120-03,3,2,1,2,2698.42483794772000000000,7,2
8345,32,121,1-32-2017-121-09,9,1,3,,13617.39825112580000000000,7,2
8345,32,121,1-32-2017-121-09,9,2,1,1,13617.39825112580000000000,7,2
8346,32,122,1-32-2017-122-03,3,1,1,1,2698.42483796011000000000,7,2
8346,32,122,1-32-2017-122-03,3,2,1,1,2698.42483796011000000000,7,2
8415,32,126,1-32-2017-126-03,3,1,1,3,953.61486151452400000000,7,2
8415,32,126,1-32-2017-126-03,3,2,9,,953.61486151452400000000,7,2
8421,32,127,1-32-2017-127-06,6,1,1,1,1849.54025980399000000000,7,2
8421,32,127,1-32-2017-127-06,6,2,3,,1849.54025980399000000000,7,2
8454,32,128,1-32-2017-128-03,3,2,3,,953.61486151452400000000,7,2
8482,32,130,1-32-2017-130-02,2,1,1,3,122.37293885271400000000,7,2
8482,32,130,1-32-2017-130-02,2,2,1,1,122.37293885271400000000,7,2
8482,32,130,1-32-2017-130-02,2,3,1,1,122.37293885271400000000,7,2
8482,32,130,1-32-2017-130-02,2,4,3,,122.37293885271400000000,7,2
8485,32,132,1-32-2017-132-09,9,2,3,,9058.79070169675000000000,7,2
8502,32,133,1-32-2017-133-02,2,1,3,,122.37293885271400000000,7,2
8547,32,136,1-32-2017-136-03,3,1,1,2,884.24174556613000000000,7,2
8547,32,136,1-32-2017-136-03,3,2,1,1,884.24174556613000000000,7,2
8559,32,137,1-32-2017-137-02,2,1,1,1,68.76183965759140000000,7,2
8559,32,137,1-32-2017-137-02,2,2,3,,68.76183965759140000000,7,2
8592,32,138,1-32-2017-138-06,6,1,3,,1714.99079327111000000000,7,2
8603,32,139,1-32-2017-139-02,2,1,3,,38.45161941560810000000,7,2
8603,32,139,1-32-2017-139-02,2,2,3,,38.45161941560810000000,7,2
8604,32,140,1-32-2017-140-04,4,1,9,,1712.02100394683000000000,7,2
8605,32,141,1-32-2017-141-03,3,1,1,1,494.46796713426900000000,7,2
8755,32,142,1-32-2017-142-05,5,1,3,,148.73555778377600000000,7,2
8755,32,142,1-32-2017-142-05,5,2,1,3,148.73555778377600000000,7,2
8758,32,143,1-32-2017-143-03,3,1,1,3,872.77693225138300000000,7,2
8758,32,143,1-32-2017-143-03,3,2,3,,872.77693225138300000000,7,2
8759,32,144,1-32-2017-144-02,2,1,1,3,67.87029426425760000000,7,2
8759,32,144,1-32-2017-144-02,2,3,1,1,67.87029426425760000000,7,2
8794,32,146,1-32-2017-146-01,1,1,3,,249.08747836634000000000,7,2
8795,32,147,1-32-2017-147-03,3,2,1,2,1059.81965098680000000000,7,2
8833,32,148,1-32-2017-148-06,6,1,1,2,2055.52492074040000000000,7,2
8890,32,152,1-32-2017-152-01,1,1,3,,174.50197157516000000000,7,2
8891,32,153,1-32-2017-153-02,2,1,1,1,57.73735477472060000000,7,2
8943,32,157,1-32-2017-157-07,7,2,1,1,5213.00111738461000000000,7,2
9002,32,160,1-32-2017-160-03,3,2,1,1,2108.38863826497000000000,7,2
9063,32,162,1-32-2017-162-03,3,1,3,,1698.45963859382000000000,7,2
6137,33,1,1-33-2017-001-05,5,1,1,1,74.86449003353310000000,12,2
6203,33,2,1-33-2017-002-03,3,1,1,3,119.34250582086200000000,12,2
6204,33,3,1-33-2017-003-09,9,1,3,,564.25427730658900000000,12,2
6260,33,4,1-33-2017-004-09,9,1,3,,275.58801350289000000000,12,2
6260,33,4,1-33-2017-004-09,9,3,2,1,275.58801350289000000000,12,2
6261,33,5,1-33-2017-005-09,9,1,3,,275.58801350289000000000,12,2
6262,33,6,1-33-2017-006-10,10,1,9,,813.87000518669400000000,12,2
6262,33,6,1-33-2017-006-10,10,2,1,2,813.87000518669400000000,12,2
6324,33,8,1-33-2017-008-03,3,2,1,1,162.18670816794300000000,12,2
6359,33,9,1-33-2017-009-03,3,1,3,,156.52649757803300000000,12,2
6360,33,10,1-33-2017-010-06,6,1,1,1,227.11648426028300000000,12,2
6360,33,10,1-33-2017-010-06,6,2,3,,227.11648426028300000000,12,2
6402,33,12,1-33-2017-012-04,4,1,3,,266.91631532957900000000,12,2
6402,33,12,1-33-2017-012-04,4,2,1,1,266.91631532957900000000,12,2
6411,33,13,1-33-2017-013-07,7,1,3,,357.52833036051000000000,12,2
6451,33,14,1-33-2017-014-03,3,1,1,1,138.48070582858400000000,12,2
6452,33,15,1-33-2017-015-03,3,1,1,1,138.48070582858400000000,12,2
6452,33,15,1-33-2017-015-03,3,2,3,,138.48070582858400000000,12,2
6510,33,16,1-33-2017-016-05,5,1,3,,68.04979867582370000000,12,2
6511,33,17,1-33-2017-017-03,3,1,5,,246.40866005281400000000,12,2
6546,33,18,1-33-2017-018-09,9,1,1,1,236.89591238906500000000,12,2
6547,33,19,1-33-2017-019-06,6,1,3,,72.70070941354900000000,12,2
6547,33,19,1-33-2017-019-06,6,2,3,,72.70070941354900000000,12,2
6593,33,20,1-33-2017-020-03,3,1,1,2,100.55935913971500000000,12,2
6603,33,22,1-33-2017-022-09,9,1,3,,475.44710183112800000000,12,2
6643,33,23,1-33-2017-023-06,6,1,3,,151.55835338118000000000,12,2
6644,33,24,1-33-2017-024-09,9,1,3,,493.85425113510200000000,12,2
6644,33,24,1-33-2017-024-09,9,2,1,1,493.85425113510200000000,12,2
6689,33,25,1-33-2017-025-01,1,1,3,,72.21386212384040000000,12,2
6689,33,25,1-33-2017-025-01,1,2,3,,72.21386212384040000000,12,2
6690,33,26,1-33-2017-026-03,3,1,3,,253.83505451607400000000,12,2
6690,33,26,1-33-2017-026-03,3,2,3,,253.83505451607400000000,12,2
6720,33,27,1-33-2017-027-07,7,1,3,,759.16582637491600000000,12,2
6720,33,27,1-33-2017-027-07,7,2,6,,759.16582637491600000000,12,2
6721,33,28,1-33-2017-028-03,3,1,3,,199.02885788511000000000,12,2
6721,33,28,1-33-2017-028-03,3,2,1,1,199.02885788511000000000,12,2
6762,33,29,1-33-2017-029-10,10,1,3,,1439.50259572749000000000,12,2
6763,33,30,1-33-2017-030-09,9,1,3,,487.43614859942200000000,12,2
6785,33,32,1-33-2017-032-03,3,1,1,1,62.99306577741990000000,12,2
6785,33,32,1-33-2017-032-03,3,2,3,,62.99306577741990000000,12,2
6785,33,32,1-33-2017-032-03,3,3,5,,62.99306577741990000000,12,2
6810,33,33,1-33-2017-033-09,9,1,3,,148.13168042205500000000,12,2
6810,33,33,1-33-2017-033-09,9,2,1,1,148.13168042205500000000,12,2
6836,33,34,1-33-2017-034-08,8,1,4,,217.88413356587100000000,12,2
6837,33,35,1-33-2017-035-06,6,1,3,,345.47842926931000000000,12,2
6837,33,35,1-33-2017-035-06,6,2,1,1,345.47842926931000000000,12,2
6872,33,36,1-33-2017-036-01,1,1,3,,90.08029465455380000000,12,2
6927,33,37,1-33-2017-037-03,3,2,1,1,169.36539100801200000000,12,2
6914,33,38,1-33-2017-038-03,3,1,3,,169.36539100801200000000,12,2
6914,33,38,1-33-2017-038-03,3,2,1,1,169.36539100801200000000,12,2
6963,33,39,1-33-2017-039-09,9,1,3,,981.05616241570300000000,12,2
6963,33,39,1-33-2017-039-09,9,2,2,1,981.05616241570300000000,12,2
6964,33,40,1-33-2017-040-10,10,1,3,,2897.26746038370000000000,12,2
6964,33,40,1-33-2017-040-10,10,2,3,,2897.26746038370000000000,12,2
6999,33,41,1-33-2017-041-09,9,1,5,,731.68711279944900000000,12,2
6999,33,41,1-33-2017-041-09,9,2,1,1,731.68711279944900000000,12,2
7000,33,42,1-33-2017-042-03,3,1,1,1,154.75535947221900000000,12,2
7000,33,42,1-33-2017-042-03,3,2,3,,154.75535947221900000000,12,2
7000,33,42,1-33-2017-042-03,3,3,3,,154.75535947221900000000,12,2
7025,33,43,1-33-2017-043-06,6,1,1,1,85.66873035407830000000,12,2
7025,33,43,1-33-2017-043-06,6,2,3,,85.66873035407830000000,12,2
7026,33,44,1-33-2017-044-09,9,1,3,,279.15232470427500000000,12,2
7026,33,44,1-33-2017-044-09,9,2,3,,279.15232470427500000000,12,2
7081,33,45,1-33-2017-045-03,3,1,1,1,62.99306577741990000000,12,2
7081,33,45,1-33-2017-045-03,3,2,1,1,62.99306577741990000000,12,2
7082,33,46,1-33-2017-046-03,3,1,1,1,62.99306577741990000000,12,2
7083,33,47,1-33-2017-047-07,7,1,3,,203.44703067326400000000,12,2
7083,33,47,1-33-2017-047-07,7,2,3,,203.44703067326400000000,12,2
7135,33,48,1-33-2017-048-06,6,1,5,,202.72237169837300000000,12,2
7136,33,49,1-33-2017-049-09,9,1,3,,660.57266280556000000000,12,2
7136,33,49,1-33-2017-049-09,9,2,3,,660.57266280556000000000,12,2
7137,33,50,1-33-2017-050-06,6,1,1,1,202.72237169837300000000,12,2
7137,33,50,1-33-2017-050-06,6,2,3,,202.72237169837300000000,12,2
7174,33,52,1-33-2017-052-10,10,1,3,,69.17526109361070000000,12,2
7174,33,52,1-33-2017-052-10,10,2,1,1,69.17526109361070000000,12,2
7175,33,53,1-33-2017-053-06,6,1,1,3,66.45751307937520000000,12,2
7175,33,53,1-33-2017-053-06,6,2,1,1,66.45751307937520000000,12,2
7175,33,53,1-33-2017-053-06,6,3,1,1,66.45751307937520000000,12,2
7227,33,54,1-33-2017-054-09,9,1,9,,1421.64094329572000000000,12,2
7227,33,54,1-33-2017-054-09,9,2,3,,1421.64094329572000000000,12,2
7228,33,55,1-33-2017-055-06,6,1,3,,436.28572594027000000000,12,2
7228,33,55,1-33-2017-055-06,6,2,3,,436.28572594027000000000,12,2
7229,33,56,1-33-2017-056-09,9,1,9,,1421.64094329572000000000,12,2
7278,33,57,1-33-2017-057-07,7,2,3,,725.14775438436100000000,12,2
7279,33,58,1-33-2017-058-03,3,1,3,,190.11041374483100000000,12,2
7279,33,58,1-33-2017-058-03,3,2,3,,190.11041374483100000000,12,2
7280,33,59,1-33-2017-059-03,3,2,3,,190.11041374483100000000,12,2
7324,33,60,1-33-2017-060-10,10,1,1,1,207.52578328083200000000,12,2
7325,33,61,1-33-2017-061-09,9,1,3,,75.33072173265770000000,12,2
7326,33,62,1-33-2017-062-09,9,1,3,,75.33072173265770000000,12,2
7384,33,63,1-33-2017-063-04,4,1,5,,139.33879073301900000000,12,2
7384,33,63,1-33-2017-063-04,4,2,3,,139.33879073301900000000,12,2
7385,33,64,1-33-2017-064-04,4,1,3,,139.33879073301900000000,12,2
7385,33,64,1-33-2017-064-04,4,2,1,1,139.33879073301900000000,12,2
7386,33,65,1-33-2017-065-09,9,1,3,,231.34839188833400000000,12,2
7450,33,66,1-33-2017-066-01,1,1,1,1,94.84064786737410000000,12,2
7450,33,66,1-33-2017-066-01,1,2,3,,94.84064786737410000000,12,2
7550,33,67,1-33-2017-067-07,7,1,1,1,272.17607122301800000000,12,2
7550,33,67,1-33-2017-067-07,7,2,3,,272.17607122301800000000,12,2
7551,33,68,1-33-2017-068-06,6,1,1,1,103.53570155567800000000,12,2
7551,33,68,1-33-2017-068-06,6,2,1,1,103.53570155567800000000,12,2
7552,33,69,1-33-2017-069-09,9,1,3,,337.37201029709900000000,12,2
7552,33,69,1-33-2017-069-09,9,2,3,,337.37201029709900000000,12,2
7552,33,69,1-33-2017-069-09,9,3,2,1,337.37201029709900000000,12,2
7602,33,70,1-33-2017-070-04,4,1,1,1,69.29788795956030000000,12,2
7602,33,70,1-33-2017-070-04,4,2,1,1,69.29788795956030000000,12,2
7603,33,71,1-33-2017-071-10,10,1,3,,339.78888249181600000000,12,2
7604,33,72,1-33-2017-072-03,3,1,1,1,62.99306577741990000000,12,2
7604,33,72,1-33-2017-072-03,3,2,1,1,62.99306577741990000000,12,2
7675,33,73,1-33-2017-073-10,10,1,3,,2616.24296219090000000000,12,2
7676,33,74,1-33-2017-074-09,9,1,3,,885.89725164489400000000,12,2
7676,33,74,1-33-2017-074-09,9,2,3,,885.89725164489400000000,12,2
7676,33,74,1-33-2017-074-09,9,3,3,,885.89725164489400000000,12,2
7677,33,75,1-33-2017-075-02,2,1,3,,66.33530947609500000000,12,2
7677,33,75,1-33-2017-075-02,2,2,1,1,66.33530947609500000000,12,2
7732,33,76,1-33-2017-076-07,7,1,6,,213.44363844088000000000,12,2
7733,33,77,1-33-2017-077-03,3,1,3,,62.99306577741990000000,12,2
7734,33,78,1-33-2017-078-09,9,1,3,,264.57105160770200000000,12,2
7791,33,79,1-33-2017-079-06,6,2,7,,234.44873556812100000000,12,2
7792,33,80,1-33-2017-080-08,8,1,1,1,147.86063408622700000000,12,2
7843,33,81,1-33-2017-081-08,8,1,9,,103.23654905316700000000,12,2
7853,33,82,1-33-2017-082-06,6,1,3,,163.69251044748400000000,12,2
7903,33,83,1-33-2017-083-04,4,2,3,,259.89059297537300000000,12,2
7904,33,84,1-33-2017-084-03,3,2,2,1,91.26521903759620000000,12,2
7905,33,85,1-33-2017-085-03,3,1,1,1,91.26521903759620000000,12,2
7905,33,85,1-33-2017-085-03,3,2,3,,91.26521903759620000000,12,2
7965,33,86,1-33-2017-086-07,7,1,4,,433.72175667247400000000,12,2
7966,33,87,1-33-2017-087-03,3,1,4,,113.70789209868300000000,12,2
7966,33,87,1-33-2017-087-03,3,2,1,1,113.70789209868300000000,12,2
7967,33,88,1-33-2017-088-03,3,1,3,,113.70789209868300000000,12,2
8013,33,89,1-33-2017-089-06,6,1,6,,245.35366226811200000000,12,2
8013,33,89,1-33-2017-089-06,6,2,3,,245.35366226811200000000,12,2
8014,33,90,1-33-2017-090-01,1,1,1,3,72.21386212384040000000,12,2
8015,33,91,1-33-2017-091-03,3,1,3,,169.09538533873400000000,12,2
8015,33,91,1-33-2017-091-03,3,2,3,,169.09538533873400000000,12,2
8085,33,92,1-33-2017-092-02,2,1,3,,66.33530947609500000000,12,2
8085,33,92,1-33-2017-092-02,2,2,1,3,66.33530947609500000000,12,2
8086,33,93,1-33-2017-093-06,6,1,3,,145.50565181137600000000,12,2
8086,33,93,1-33-2017-093-06,6,2,1,1,145.50565181137600000000,12,2
8087,33,94,1-33-2017-094-04,4,1,3,,285.56457637081400000000,12,2
8087,33,94,1-33-2017-094-04,4,3,1,1,285.56457637081400000000,12,2
8166,33,95,1-33-2017-095-04,4,1,1,1,180.54319452656300000000,12,2
8167,33,96,1-33-2017-096-06,6,1,1,1,91.99339614722810000000,12,2
8167,33,96,1-33-2017-096-06,6,2,3,,91.99339614722810000000,12,2
8168,33,97,1-33-2017-097-03,3,1,3,,63.40096425027400000000,12,2
8222,33,99,1-33-2017-099-06,6,1,4,,224.23989351026400000000,12,2
8231,33,101,1-33-2017-101-09,9,1,3,,730.68770023914900000000,12,2
8277,33,103,1-33-2017-103-06,6,1,3,,397.47750954100700000000,12,2
8278,33,104,1-33-2017-104-02,2,1,1,1,66.33530947609500000000,12,2
8278,33,104,1-33-2017-104-02,2,2,3,,66.33530947609500000000,12,2
8283,33,105,1-33-2017-105-10,10,2,1,2,3824.95382848974000000000,12,2
8370,33,108,1-33-2017-108-04,4,1,1,1,187.58184910063200000000,12,2
8370,33,108,1-33-2017-108-04,4,2,2,1,187.58184910063200000000,12,2
8387,33,110,1-33-2017-110-03,3,1,1,1,65.87271339701280000000,12,2
8440,33,112,1-33-2017-112-06,6,2,1,1,91.11220810198060000000,12,2
8441,33,113,1-33-2017-113-09,9,1,1,1,296.88994567195400000000,12,2
8457,33,114,1-33-2017-114-04,4,1,1,1,178.81380403408700000000,12,2
8515,33,115,1-33-2017-115-03,3,1,3,,120.00802438183500000000,12,2
8516,33,116,1-33-2017-116-10,10,2,3,,1675.65540789090000000000,12,2
8517,33,117,1-33-2017-117-04,4,1,1,1,341.73978813933500000000,12,2
8517,33,117,1-33-2017-117-04,4,2,1,1,341.73978813933500000000,12,2
8578,33,119,1-33-2017-119-02,2,1,9,,66.33530947609500000000,12,2
8579,33,120,1-33-2017-120-02,2,2,3,,66.33530947609500000000,12,2
8640,33,121,1-33-2017-121-06,6,1,2,1,635.35395278751500000000,12,2
8743,33,122,1-33-2017-122-10,10,1,3,,1331.99271077784000000000,12,2
8745,33,124,1-33-2017-124-04,4,1,1,3,271.65185911183200000000,12,2
8822,33,125,1-33-2017-125-10,10,1,3,,947.23990857517600000000,12,2
8823,33,126,1-33-2017-126-06,6,1,3,,98.43427572744660000000,12,2
8823,33,126,1-33-2017-126-06,6,2,1,1,98.43427572744660000000,12,2
8824,33,127,1-33-2017-127-06,6,1,3,,98.43427572744660000000,12,2
8871,33,128,1-33-2017-128-10,10,3,3,,138.35052218722100000000,12,2
8873,33,130,1-33-2017-130-04,4,1,1,1,65.00909359072760000000,12,2
8958,33,131,1-33-2017-131-03,3,1,3,,64.53383207366660000000,12,2
8958,33,131,1-33-2017-131-03,3,2,2,1,64.53383207366660000000,12,2
8958,33,131,1-33-2017-131-03,3,3,2,1,64.53383207366660000000,12,2
8960,33,133,1-33-2017-133-03,3,1,3,,64.53383207366660000000,12,2
8960,33,133,1-33-2017-133-03,3,2,1,1,64.53383207366660000000,12,2
9035,33,135,1-33-2017-135-01,1,1,3,,72.21386212384040000000,12,2
9035,33,135,1-33-2017-135-01,1,2,1,1,72.21386212384040000000,12,2
9051,33,136,1-33-2017-136-06,6,2,1,1,215.21235860755800000000,12,2
9087,33,137,1-33-2017-137-03,3,1,1,1,108.36392668104600000000,12,2
9087,33,137,1-33-2017-137-03,3,2,1,1,108.36392668104600000000,12,2
